[1000268201_693b08cb0e.jpg#0]	ピンクのドレスの子供は、入り口で階段のセットを登っています。
[2601612082_4b9be27426.jpg#2]	子供たちは家の中の筏で遊んでいます。
[2601612082_4b9be27426.jpg#3]	いくつかの子供たちは膨らませている筏の上で格闘中です
[2601612082_4b9be27426.jpg#4]	2人の両親と少女が筏を吹き飛ばします。
[260162669_c79a900afb.jpg#0]	草の上にふわふわした黒とグレーの犬。
[260162669_c79a900afb.jpg#1]	グレーの犬が草の中にいる。
[260162669_c79a900afb.jpg#2]	灰色のぼんやりした犬は、それが立っている低木の草の中に鼻を持っています。
[260162669_c79a900afb.jpg#3]	小さくてふわふわしたグレーの犬が緑の草の中にあります。
[260162669_c79a900afb.jpg#4]	黒と白の動物が草の中にあります。
[2602083686_e8a1af69cf.jpg#0]	2人の女性がボディペイント以外のものを着ていて、街頭のフェアで自転車に乗っています。
[2602083686_e8a1af69cf.jpg#1]	白と黒で描かれたヌードの女性2人が自転車に乗っています。
[2602083686_e8a1af69cf.jpg#2]	2人の塗装された女性が近くの見物人と共に通りに自転車を乗る。
[2602083686_e8a1af69cf.jpg#3]	ボディーペイントを着た2人の女性が、群衆の中をバイクに乗る。
[2602083686_e8a1af69cf.jpg#4]	衣装を着た2人の女性が自転車に乗る。
[2602085456_d1beebcb29.jpg#0]	群衆の前で泥で覆われた裸の女性
[2602085456_d1beebcb29.jpg#1]	裸の女性がペイントで覆われている
[2602085456_d1beebcb29.jpg#2]	トプレスな女性は泥で覆われています。
[2602085456_d1beebcb29.jpg#3]	群衆の中の泥で覆われた裸の女性
[2602085456_d1beebcb29.jpg#4]	トプレスな女性は、茶色の物質でぼやけて、背景にはぼやけていた。
[2602258549_7401a3cdae.jpg#0]	レストランのカップルが手をつないでいる。
[2602258549_7401a3cdae.jpg#1]	テーブルの向こう側に手を持っているカップル。
[2602258549_7401a3cdae.jpg#2]	カップルが手を持つレストランに座っている。
[2602258549_7401a3cdae.jpg#3]	若い男性と女性がテーブルを横切って手を握っているなど、いくつかの人がいる薄暗い部屋です。
[2602258549_7401a3cdae.jpg#4]	男性と女性が手を持つレストランのテーブルに座っている。
[2602279427_191773c9e2.jpg#0]	黄色のエプロンとストッキングキャップを着た東洋の女の子。
[2602279427_191773c9e2.jpg#1]	帽子をかぶっている東洋の女性が、繁華街を歩いている。
[2602279427_191773c9e2.jpg#2]	黄色のエプロンを身に着けている人。
[2602279427_191773c9e2.jpg#3]	黄色のエプロンを歩いている人。
[2602279427_191773c9e2.jpg#4]	黄色のエプロンとニットの帽子を着た女性が他の歩行者の間を歩いている。
[2602306033_2b3100d36b.jpg#0]	ビーチには何かに噛み付いている黒い犬が泳いでいます。
[2602306033_2b3100d36b.jpg#1]	海に泳いでいる黒い犬。
[2602306033_2b3100d36b.jpg#2]	フリスビーの犬、湖で泳ぐ
[2602306033_2b3100d36b.jpg#3]	彼の口に何かを持って海に浮かぶ大きな黒い犬。
[2602306033_2b3100d36b.jpg#4]	スティックで水中で泳ぐ犬。
[260231029_966e2f1727.jpg#0]	黒い犬と茶色の犬が砂の中を走っています。
[260231029_966e2f1727.jpg#1]	黒い犬は砂の上に茶色の犬と一緒に遊ぶ。
[260231029_966e2f1727.jpg#2]	砂の中に茶色の犬と黒い犬。
[260231029_966e2f1727.jpg#3]	2匹の犬1匹は黒い茶色の茶色の茶色の茶色の茶色の犬の後ろにある。
[260231029_966e2f1727.jpg#4]	砂浜で遊ぶ2匹の犬
[2602415701_7674eb19e4.jpg#0]	プールに飛び乗る子供たちのグループ。
[2602415701_7674eb19e4.jpg#1]	空気の真ん中にいる5人の少年たちが、池に飛びこうとしています。
[2602415701_7674eb19e4.jpg#2]	スイムトランクの若い少年5人がプールに同時に飛び込みます。
[2602415701_7674eb19e4.jpg#3]	唯一のトランクを持つ5人の少年がスイミングプールに飛び込んでいます
[2602415701_7674eb19e4.jpg#4]	プールに飛び乗る子供たち。
[2602679255_785b851b46.jpg#0]	バイクの女性は黒い羽を、メタルハローは他の人が歩いている。
[2602679255_785b851b46.jpg#1]	不思議な服を着た女の子たちは自転車に乗る。
[2602679255_785b851b46.jpg#2]	自転車に乗っている衣装を着た女性。
[2602679255_785b851b46.jpg#3]	茶色の衣装を着た女性と羽毛のような黒い羽が自転車に乗っています
[2602679255_785b851b46.jpg#4]	忙しい通りにペイントやコスチュームを着た女性が自転車に乗る。
[2602866141_be9928408d.jpg#0]	少年のグループが別の少年が歩いているのを見ている。
[2602866141_be9928408d.jpg#1]	クロケット装置を備えた少年のグループが芝生に立っている。
[2602866141_be9928408d.jpg#2]	子供はゲームをしていた他の人とは反対の方向に走る。
[2602866141_be9928408d.jpg#3]	男の子は男の子が走り始めるとレンガ造りの外に立っています。
[2602866141_be9928408d.jpg#4]	古い建物の前でポーズを取る6人の十代の少年
[2603033456_3584d95116.jpg#0]	白いTシャツの少年が浅い水の中で飛び散っています。
[2603033456_3584d95116.jpg#1]	白と赤の少年がビーチにいる。
[2603033456_3584d95116.jpg#2]	水で遊んでいる子供。
[2603033456_3584d95116.jpg#3]	白いシャツを着た若い男の子がビーチの海で遊んでいます。
[2603033456_3584d95116.jpg#4]	ビーチで水を走っている少年
[2603125422_659391f961.jpg#0]	車は落書きで満たされた通りに駐車されています。
[2603125422_659391f961.jpg#1]	落書き壁は、車の近くの少数の人々の集まりとして役立ちます。
[2603125422_659391f961.jpg#2]	4人が壁に集まります。
[2603125422_659391f961.jpg#3]	いくつかの大人は、夜にアート落書きで覆われた壁に支えられています。
[2603125422_659391f961.jpg#4]	2人が落書きの壁の前で通りの人と話す
[2603334363_cfa32c4482.jpg#0]	妖精の衣装を着た女の子は三輪車に乗る。
[2603334363_cfa32c4482.jpg#1]	妖精の衣装を着た女の子が三輪車に乗る
[2603334363_cfa32c4482.jpg#2]	緑の妖精の衣装を着た小さな女の子が大きな車輪の自転車に乗っています。
[2603334363_cfa32c4482.jpg#3]	妖精の服を着た若いブロンドの女の子が、ピンクと紫の三輪車に乗っています。
[2603334363_cfa32c4482.jpg#4]	ビッグホイールに乗っている緑の妖精の衣装を着た若い女の子
[2603690144_7a28b1d13c.jpg#0]	少年と犬は群衆から離れて丘の下を走っています。
[2603690144_7a28b1d13c.jpg#1]	少年と犬がグループの前を走ります。
[2603690144_7a28b1d13c.jpg#2]	丘の上を走っている一群の子供たち。
[2603690144_7a28b1d13c.jpg#3]	芝生の丘の下で犬と一緒に走っている子供のグループ。
[2603690144_7a28b1d13c.jpg#4]	小さな男の子と犬が丘の上を走り、その背後、ミニサイクルの男の子、叫ぶ家族。
[2603792708_18a97bac97.jpg#0]	夕日のビーチの人々の束。
[2603792708_18a97bac97.jpg#1]	日没時に2人がビーチの人々のグループに向かって歩いています。
[2603792708_18a97bac97.jpg#2]	日没時にビーチに沿って歩いている2人は、人を集めています。
[2603792708_18a97bac97.jpg#3]	日没時に海岸沿いを歩く二人。
[2603792708_18a97bac97.jpg#4]	夕日のビーチを歩いている二人。
[260392825_ea61660633.jpg#0]	赤いシャツの黒人。
[260392825_ea61660633.jpg#1]	男はスーツと赤いシャツで列車に座っています。
[260392825_ea61660633.jpg#2]	都市バスに乗って組織を持っているのが悲しいように見える男。
[260392825_ea61660633.jpg#3]	黒の男、バスに乗っているネクタイの赤いシャツ
[260392825_ea61660633.jpg#4]	赤いシャツと花のネクタイの男は、窓からバスに座っています。
[2604305843_ebe3e8a328.jpg#0]	遊園地の子供が乗る。
[2604305843_ebe3e8a328.jpg#1]	フェアでスイングに乗っている一人の恋人。
[2604305843_ebe3e8a328.jpg#2]	アミューズメントパークの鎖で吊るされた椅子に座る。
[2604305843_ebe3e8a328.jpg#3]	フェアスイングでキッドが高い。
[2604305843_ebe3e8a328.jpg#4]	男はカーニバルに乗ってスイングに座っている。
[2604825598_593a825b5b.jpg#0]	茶色と白の犬がフィールドのログに飛び乗ってきて、別の犬がそれの後ろをたどります。
[2604825598_593a825b5b.jpg#1]	もう一匹の犬が後に続くように、麻薬をかけられた犬がログに飛び乗る。
[2604825598_593a825b5b.jpg#2]	2頭の茶色と白い犬、1頭は草の上を流れ、1頭は草の上を飛びます。
[2604825598_593a825b5b.jpg#3]	2匹の犬が丸太で満たされた畑を流れています。
[2604825598_593a825b5b.jpg#4]	背の高い草の中で走っているハーネスの2匹の犬。
[260520547_944f9f4c91.jpg#0]	都市の隣のウォーターフロント沿いに歩いているカップル。
[260520547_944f9f4c91.jpg#1]	一団の人々がビーチの横の歩道を歩いている。
[260520547_944f9f4c91.jpg#2]	人々はビーチの歩道を歩いている。
[260520547_944f9f4c91.jpg#3]	水のそばを歩く人々
[260520547_944f9f4c91.jpg#4]	ショートパンツの男とドレスを着た女性がビーチフロントの道を歩いています。
[2606433181_f8f9d38579.jpg#0]	2頭の犬が芝生で遊ぶ。
[2606433181_f8f9d38579.jpg#1]	芝生で走っている2匹の犬
[2606433181_f8f9d38579.jpg#2]	2枚の淡い犬が草の中を走っている。
[2606433181_f8f9d38579.jpg#3]	2つの白い犬が道路の隣の草の上を走る。
[2606433181_f8f9d38579.jpg#4]	緑の草の中に2匹の白い犬が並んで走っています。
[2607099736_8681f601d9.jpg#0]	体操選手は草の上にある黄色いマットの上を曲がっています。
[2607099736_8681f601d9.jpg#1]	ジャンプしてマットを指しているレスラー。
[2607099736_8681f601d9.jpg#2]	若いレスラーが黄色のマットに投げ込まれている。
[2607099736_8681f601d9.jpg#3]	青い服の人は白い縞の黒い靴を履いています。
[2607099736_8681f601d9.jpg#4]	空気中でジャンプするレスラー。
[2607130765_97833d6ce1.jpg#0]	小さな子供たちがサッカーをしています。
[2607130765_97833d6ce1.jpg#1]	子供たちはサッカーの試合で遊ぶ。
[2607130765_97833d6ce1.jpg#2]	小さな子供たちがサッカーをする
[2607130765_97833d6ce1.jpg#3]	サッカーをしながら小さな子供たちが目標に向かって走ります。
[2607130765_97833d6ce1.jpg#4]	子供達はサッカーをしている草の中を走っています。
[2607383384_d9ce9de793.jpg#0]	エナジャイザーのバニーの耳を着た4人の女性がアトラクションを指す。
[2607383384_d9ce9de793.jpg#1]	いくつかの女性は、ピンクの「エナジャイザー」ウサギの耳をして、右を指しています。
[2607383384_d9ce9de793.jpg#2]	ピンクのエナジャイザーウサギの耳には4人の女性がいます。
[2607383384_d9ce9de793.jpg#3]	女性は頭にピンクのバニーの耳があります。
[2607383384_d9ce9de793.jpg#4]	バニー・イヤーとレース・ナンバーをつけた女性は、遠くの何かを指しています。
[2607462776_78e639d891.jpg#0]	木製のデッキから湖に飛ぶ黒い犬。
[2607462776_78e639d891.jpg#1]	ドックから水に飛び降りる黒い犬。
[2607462776_78e639d891.jpg#2]	黒い犬はドックから水に飛びます。
[2607462776_78e639d891.jpg#3]	黒い犬が桟橋から湖に飛び跳ねる。
[2607462776_78e639d891.jpg#4]	犬は池に飛び跳ねています。
[260828892_7925d27865.jpg#0]	遠い浜辺を歩いている孤独な人。
[260828892_7925d27865.jpg#1]	男がビーチを歩いて足跡を残している
[260828892_7925d27865.jpg#2]	人は砂浜の中を歩き、砂の中に足跡を残す。
[260828892_7925d27865.jpg#3]	彼女が海に向かって歩くとき、黒い服を着た女性が砂の中に足跡を残しています。
[260828892_7925d27865.jpg#4]	足跡を残す砂の上を歩く女性
[2608289957_044849f73e.jpg#0]	赤ちゃんはタイヤに座っておもちゃを持っています。
[2608289957_044849f73e.jpg#1]	赤いおもちゃの小さな子供がタイヤに座っています。
[2608289957_044849f73e.jpg#2]	赤と黄色のおもちゃを着た、パジャマの少年。植物の近くのタイヤに座っています。
[2608289957_044849f73e.jpg#3]	プラスチック製の車を持っている子供がタイヤに座っています。
[2608289957_044849f73e.jpg#4]	子供は赤いおもちゃで遊んでいる通りに座っています。
[260850192_fd03ea26f1.jpg#0]	人は岩の顔の開口部から搾り取っています。
[260850192_fd03ea26f1.jpg#1]	人の足が小さな洞窟から突き出ています。
[260850192_fd03ea26f1.jpg#2]	岩が冒険家の足を囲んで、地下の洞穴に掘り起こされます。
[260850192_fd03ea26f1.jpg#3]	誰かが大きな岩の下を這う。
[260850192_fd03ea26f1.jpg#4]	この男は、岩のような場所の下にくっついているようです。
[2609836649_b55831ed41.jpg#0]	茶色の白い犬が青い容器の深い水を漕ぎ出す。
[2609836649_b55831ed41.jpg#1]	裏庭のスイミングプールで茶色と白い犬が泳ぎます。
[2609836649_b55831ed41.jpg#2]	犬は上のプールで泳いでいます。
[2609836649_b55831ed41.jpg#3]	茶色と白い犬はスイミングプールで泳ぎます。
[2609836649_b55831ed41.jpg#4]	小さな白い茶色の犬がプールで泳いでいます。
[2609847254_0ec40c1cce.jpg#0]	女の子は彼女の後ろにいる人々の群衆とカメラに笑っている。
[2609847254_0ec40c1cce.jpg#1]	黄色と白のシャツを着た長い黒い髪の少女は笑っている。
[2609847254_0ec40c1cce.jpg#2]	カメラのために笑っている若い女の子。
[2609847254_0ec40c1cce.jpg#3]	群集の中で黄色い身に着けている若い笑顔の少女。
